lng,lat
-86.78360500000002,36.12983699999999
-86.71167070000001,36.0774459
-86.80616020000002,36.1498711
-86.78990599999997,36.142377
-86.63733340000002,36.0729839
-86.8398969,36.1399032
-86.8398969,36.1399032
-86.664428,36.07536
-86.75636839999999,36.1735741
-86.80681500000003,36.068563
-86.8175855,36.1274773
-86.79010599999998,36.136811
-86.7749207,36.1593336
-86.7576449,36.0606184
-86.80180910000001,36.1330993
-86.77882950000003,36.2092572
-86.84440610000001,36.089742
-86.62731209999998,36.0954284
-86.62731209999998,36.0954284
-86.62731209999998,36.0954284
-86.62731209999998,36.0954284
-86.7535011,36.1450579
-86.75493840000001,36.1828307
-86.7073461,36.2130995
-86.7073461,36.2130995
-86.7073461,36.2130995
-86.7073461,36.2130995
-86.79163590000002,36.1837267
-86.75816920000001,36.1790625
-86.7749207,36.1593336
-86.80608699999999,36.1854783
-86.768732,36.179767
-86.7957455,36.1589474
-86.748494,36.18878000000001
-86.79377840000001,36.23550590000001
-86.82894010000001,36.1422453
-86.695505,36.1132717
-86.80616020000002,36.1498711
-86.802299,36.120726
-86.9726996,36.0346554
-86.705626,36.0317122
-86.748494,36.18878000000001
-86.79574550000001,36.1589474
-86.77492210000003,36.1593315
-86.75763689999997,36.20775709999999
-86.7749207,36.1593336
-86.781215,36.2071578
-86.6027359,36.218738
-86.8781309,36.1573894
-86.8781309,36.1573894
-86.8781309,36.1573894
-86.8781309,36.1573894
-86.73764940000001,36.2086325
-86.8168925,36.22602699999999
-86.8168925,36.22602699999999
-86.8168925,36.22602699999999
-86.8168925,36.22602699999999
-86.8168925,36.22602699999999
-86.6265152,36.1954345
-86.742262,36.1959241
-86.742262,36.1959241
-86.742262,36.1959241
-86.742262,36.1959241
-86.742262,36.1959241
-86.7749207,36.1593336
-86.83584100000002,36.10644310000001
-86.7469251,36.2093418
-86.64618559999997,36.2623639
-86.80180910000001,36.1330993
-86.71736059999999,36.0381092
-86.71736059999999,36.0381092
-86.71736059999999,36.0381092
-86.832414,36.106565
-86.832414,36.106565
-86.832414,36.106565
-86.832414,36.106565
-86.74436790000004,36.1772962
-86.80496399999998,36.16277900000001
-86.80347689999999,36.1254985
-87.0120642,36.0858347
-87.0120642,36.0858347
-86.7499496,36.118307
-86.83777989999999,36.1431297
-86.742323,36.1786559
-86.70633149999998,36.0923942
-86.70633149999998,36.0923942
-86.817831,36.092794
-86.80301680000002,36.1332409
-86.79063099999996,36.155669
-86.77938189999998,36.1631213
-86.62819189999999,36.1581081
-86.7053017,36.2393818
-86.7848161,36.1449037
-86.59891499999998,36.084232
-86.7285206,36.2118791
-86.80616020000002,36.1498711
-86.78453150000001,36.1449673
-86.7531437,36.1854736
-86.71343000000002,36.22676
-86.71343000000002,36.22676
-86.66012739999996,36.0522319
-86.78990599999997,36.142377
-86.72244899999998,36.215112
-86.80616020000002,36.1498711
-86.73852799999997,36.183181
-86.77985719999998,36.1299316
-86.75140699999997,36.169573
-86.62957399999999,36.07729
-86.84270800000002,36.158166
-86.79582900000003,36.17144500000001
-86.78422890000002,36.13531
-86.7749207,36.1593336
-86.6411151,36.1288623
-86.76563290000001,36.132669
-86.73441600000001,36.186596
-86.73441600000001,36.186596
-86.73300799999998,36.081482
-86.73768869999998,36.1810979
-86.7750255,36.1954865
-86.7750255,36.1954865
-86.95671779999998,36.0606422
-86.69649369999999,36.0255927
-86.77751909999999,36.1372691
-86.7423144,36.2009718
-86.80180910000001,36.1330993
-86.8322771,36.14385360000001
-86.74436790000004,36.1772962
-86.83738779999999,36.149902
-86.72063320000001,36.2067713
-86.73300799999998,36.081482
-86.59081930000002,36.0429751
-86.78912200000002,36.17626999999999
-86.6929255,36.2523428
