lng,lat
-87.27965799999998,36.52029
-118.1478696,34.1654147
-118.1478696,34.1654147
-118.1478696,34.1654147
-84.41201009999997,33.7859903
-84.41201009999997,33.7859903
-97.11647099999999,33.08596199999999
-97.11647099999999,33.08596199999999
-97.11647099999999,33.08596199999999
-97.11647099999999,33.08596199999999
-97.11647099999999,33.08596199999999
-97.11647099999999,33.08596199999999
-97.11647099999999,33.08596199999999
-87.37950269999999,36.59977689999999
-85.94807860000003,39.8996459
-85.94807860000003,39.8996459
-95.7704984,35.8327335
-95.7704984,35.8327335
-89.67563819999998,35.2702012
-89.67563819999998,35.2702012
-89.67563819999998,35.2702012
-86.78117900000001,36.120152
-96.8655701,33.0509195
-96.8655701,33.0509195
-96.8655701,33.0509195
-96.8655701,33.0509195
-96.8655701,33.0509195
-96.8655701,33.0509195
-96.8655701,33.0509195
-86.06277779999999,39.4709302
-86.06277779999999,39.4709302
-86.06277779999999,39.4709302
-86.06277779999999,39.4709302
-86.5716758,36.2926326
-86.5716758,36.2926326
-86.89469199999996,36.078806
-87.2669151,36.50888339999999
-87.2669151,36.50888339999999
-87.2669151,36.50888339999999
-82.51881929999999,35.7473512
-92.332561,34.740779
-92.332561,34.740779
-95.98252100000002,35.622083
-95.98252100000002,35.622083
-86.4900399,36.3605587
-86.4900399,36.3605587
-86.7909,34.703214
-86.7909,34.703214
-80.43827999999996,34.9908368
-80.43827999999996,34.9908368
-88.1732761,36.0064402
-86.785698,33.4352869
-86.785698,33.4352869
-94.466921,38.9737098
-94.466921,38.9737098
-94.466921,38.9737098
-94.466921,38.9737098
-96.83198039999999,32.7530745
-96.83198039999999,32.7530745
-96.83198039999999,32.7530745
-96.83198039999999,32.7530745
-96.83198039999999,32.7530745
-96.83198039999999,32.7530745
-96.83198039999999,32.7530745
-86.05795890000002,39.6884225
-86.05795890000002,39.6884225
-95.96935839999998,36.076024
-95.96935839999998,36.076024
-86.82808690000002,36.0157262
-86.82808690000002,36.0157262
-96.80527169999999,32.8461051
-96.80527169999999,32.8461051
-96.80527169999999,32.8461051
-96.80527169999999,32.8461051
-96.80527169999999,32.8461051
-96.80527169999999,32.8461051
-96.80527169999999,32.8461051
-86.84667830000001,36.1245687
-86.84667830000001,36.1245687
-86.84667830000001,36.1245687
-86.84667830000001,36.1245687
-86.8101543,36.1667105
-86.8101543,36.1667105
-86.8101543,36.1667105
-86.8101543,36.1667105
-86.8101543,36.1667105
-80.01622350000002,37.2243951
-80.01622350000002,37.2243951
-86.37654049999998,36.032949
-86.37654049999998,36.032949
-86.37654049999998,36.032949
-86.815276,36.099058
-86.815276,36.099058
-92.3117355,34.7603062
-92.3117355,34.7603062
-111.5895509,32.9291791
-87.6471032,41.9482678
-87.6471032,41.9482678
-87.42780099999999,36.626785
-87.42780099999999,36.626785
-87.42780099999999,36.626785
-86.78650119999999,36.1291724
-86.78650119999999,36.1291724
-92.39616109999997,34.8802294
-92.39616109999997,34.8802294
-75.9812943,36.8540862
-75.9812943,36.8540862
-96.7881556,33.0035023
-96.7881556,33.0035023
-96.7881556,33.0035023
-96.7881556,33.0035023
-96.7881556,33.0035023
-96.7881556,33.0035023
-96.7881556,33.0035023
-96.7881556,33.0035023
-96.7881556,33.0035023
-96.7881556,33.0035023
-96.7881556,33.0035023
-96.7881556,33.0035023
-96.7881556,33.0035023
-96.7881556,33.0035023
-86.4265844,35.9265132
-86.4265844,35.9265132
-86.4265844,35.9265132
-86.4265844,35.9265132
-121.73546450000003,37.9986949
-96.78970379999998,32.9491527
-96.78970379999998,32.9491527
-96.78970379999998,32.9491527
-96.78970379999998,32.9491527
-96.78970379999998,32.9491527
-96.78970379999998,32.9491527
-96.78970379999998,32.9491527
-76.1364806,36.8362062
-76.1364806,36.8362062
-92.29784889999999,34.8068041
-92.29784889999999,34.8068041
-87.4319992,36.6360557
-82.48578800000001,35.5527171
-82.48578800000001,35.5527171
-82.48578800000001,35.5527171
